relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0075944.pdf_282_282_3_3_33_33_UNSUP	FA/HP:0002099|Asthma	{3}	{33}	{References,l.,Bonilla,FA,",",Bernstein,IL,",",Khan,DA,",",Ballas,ZK,",",Chinen,],et,al,(,2005,),American,Academy,of,Allergy,",",Asthma,and,Immunology,American,College,of,Allergy,Asthma,and,Immunology,joint,Council,of,Allergy,Asthma,and,Immunology,Practice,para_meter,for,the,diagnosis,and,management,of,primary,immunodeﬁciency,.}	{"Other approaches for evaluating polysaccharide responsiveness may also be forthcoming .","A screening candidate could be"}	{"Ann Allergy Asthma Immunol 94 Sl — 63 .","2 ."}	0.038
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0099840.pdf_34_34_46_46_25_26_UNSUP	ET/HP:0000388|Otitis media	{46}	{25,26}	{|,nt,|,-,oduction,for,drainage,of,the,ET,and,impaired,mucociliary,function,of,the,ET,and,respiratory,tract,mucosa,is,associated,with,secretory,otitis,media,[,5,],",",we,also,measured,ciliary,beat,frequency,of,the,ciliated,cells,at,different,locations,along,the,ET,in,neonatal,and,adult,gerbils,using,a,photodiode-based,displacement,measurement,system,.}	{"Competing Interests : The authors have declared that no competing interests exist .","* E — mai | : gongss@ccmu.edu.cn ( SG ) ; hed@creighton.edu ( DH )"}	{"Our study not only showed how the ET and its mucosa develop , but also provides a morphological and functional basis for future animal studies concerning the pathogenesis of otitis media in earlier stages using the murine model .","The Eustachian tube ( ET ) is a small canal that connects the tympanic cavity with the nasal part of the pharynx ."}	0.112
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0021379.pdf_434_434_30_30_25_26_UNSUP	NSF/HP:0000510|Retinitis pigmentosa	{30}	{25,26}	{Holopainen,JNI,",",Cheng,CL,",",lVIolday,LL,",",Johal,G,",",Coleman,J,",",et,al.,(,2010,),Interaction,and,localization,of,the,retinitis,pigmentosa,protein,RP2,and,NSF,in,retinal,photoreceptor,cells,.}	{"Evans RJ , Schwarz N , Nagel-VVolfrum K , V \\\\ lolfrum U , Hardcastle AJ , et al. ( 2010 ) The retinitis pigmentosa protein RP2 links pericentriolar vesicle transport between the Golgi and the primary cilium .","Hum lVIol Genet 19 : l358 * 1367 ."}	{"Biochemistry 49 : 743947447 .","Bartolini F , Bhamidipati A , Thomas S , Schwahn U , Lewis SA , et al. ( 2002 ) Functional overlap between retinitis pigmentosa 2 protein and the tul ) ulin ~ specific chaperone cofactor C. J Biol Chem 277 : l4629 — l4634 ."}	0.23
RELATION_GENEHPOTERM_journal.pone.0013949.pdf_44_44_5_5_7_7	IGH/HP:0000726|Dementia	{5}	{7}	{sporadic,CAA,",",including,either,IGH,or,dementia,as,the,primary,clinical,features,.}	{"[ 8 — l4 ] , and present with vascular deposition of AB causing a clinical phenotype akin to","November 2010 | Volume 5 | Issue 11 | e13949"}	{"Besides the easily identiﬁable family inheritance pattern , familial CAA can be differentiated from sporadic CAA because of the average earlier age of onset ( < 55 years ) and greater severity .","All known APP mutations associated with CAA cluster within the AB-coding region of the gene ( exons 16 and 17 ) ."}	0.046
RELATION_GENEHPOTERM_SUP_F_H_SCPDFS_21654.pdf_221_221_5_5_24_24_UNSUP	MDM2/loop	{5}	{24}	{Map53,expression,induced,expression,of,MDM2,to,approximately,the,same,level,as,did,Hsp53,",",suggesting,Map53,might,also,participate,in,a,MDM2,feedback,loop,.}	{"Values are expressed as the meanistandard error ; N = 3 .","regulation of MDM2 ( HDM2 , the human homologue of mouse MDM2 ) expression : approximately 3-fold increase in mRNA and a 2-fold increase in MDM2 protein ( data not shown ) ."}	{"To test this hypothesis , we targeted the knock down of mdm2 using RNA interference .","MDM2 , Hsp53 , and Map53 protein levels were km on so P53 2 ° J - m 44 : “"}	0.056
RELATION_GENEHPOTERM_SUP_F_G_journal.pgen.0030225.pdf_34_34_0_0_22_23_UNSUP	NS/HP:0004322|Short stature	{0}	{22,23}	{NS,is,an,autosomal,dominant,disorder,affecting,around,1,in,"2,000",live,births,",",and,is,characterized,by,multiple,defects,",",including,short,stature,",",facial,abnormalities,",",and,congenital,heart,defects,[,6,],.}	{"Interestingly , bona fide Shp2 null mouse embryos die peri-implantation and Shp2 is required for trophoblast stem cell survival [ 5 ] .","Activating mutations in Shp2 cause Noonan Syndrome ( NS ) in humans , whereas LEOPARD syndrome ( LS ) is caused by dominant negative mutations in Shp2 ."}	{"Around 50 % of NS cases are caused by mutations in Shp2 [ 7 ] and 39 different mutations have been identiﬁed [ 8,9 ] .","Most of the NS mutations are localized in the N-SH2 domain or in the PTP domain , and result in activation of Shp2 catalytic activity [ 10 ] ."}	0.008
RELATION_GENEHPOTERM_journal.pone.0069325.pdf_653_653_25_25_21_22	EGFR/HP:0012125|Prostate cancer	{25}	{21,22}	{Carrion-Salip,D,",",Panosa,C,",",Nlenendez,JA,",",Puig,T,",",Oliveras,G,",",et,al.,(,2012,),Androgen-independent,prostate,cancer,cells,circumvent,EGFR,inhibition,by,overexpressioii,of,alternative,HER,receptors,and,ligands,.}	{"Int J 1 \\\\ ’ Io1 1 \\\\ / [ ed 20:3 — 10 .","4 ."}	{"1ntJ Oncol 41:1128 — 1138 .","5 ."}	0.168
RELATION_GENEHPOTERM_SCPDFS_39264.pdf_270_270_3_3_15_16	WBS/HP:0008250|Infantile hypercalcemia	{3}	{15,16}	{The,phenotype,of,WBS,includes,cardiovascular,defects,",",growth,retardation,",",characteristic,facial,features,",",infantile,hypercalcemia,",",mental,retardation,",",and,a,speciﬁc,cognitive,proﬁle,marked,by,good,language,skills,but,poor,spatial,cognition,(,Morris,et,al.,",",1988,;,Bellugi,et,al.,",",1999,),.}	{"The role of GTF2IRD1 in regulating gene expression during development and differentiation remains to be determined .","Human GTF2IRD1 is located in the 1.6-Mb interval hemizygously deleted in most WBS patients ( Osborne et al. , 1999 ; Tassabehji et al. , 1999 ; Francke , 1999 ) ."}	{"Only one of the traits associated with WBS has been linked to loss of a particular gene in the deleted interval : haploinsufﬁciency of the elastin gene ( ELN ) is responsible for supravalvular aortic stenosis , which causes vascular obstruction ( reviewed by Keating , 1997 ) .","Elucidation of the contribution of other genes in the WBS critical region may come from phenotypic analysis of patients with smaller deletions and from the generation of mouse knockouts of the genes in the deleted interval ."}	0.264
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0057900.pdf_148_148_20_20_32_33_UNSUP	HCC/HP:0200123|Chronic hepatitis	{20}	{32,33}	{HBeAg,=,hepatitis,B,e,antigen,;,HBsAg,=,hepatitis,B,surface,antigen,",",HBV,=,hepatitis,B,virus,",",HCC,=,hepatoce,|,|,u,|,ar,carcinoma,;,CHB,=,chronic,hepatitis,B,;,HIRA,:,Health,Insurance,Review,&,Assessment,Service,in,Korea,doi,:10.1371,/,journa,|,.}	{"° Assumptions for the population as a whole .","The probability of death was linked to liver histology and not to viral load ."}	{"pone .","OO57900 ."}	0.226
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0069118.pdf_453_453_1_1_6_7_UNSUP	S1/HP:0001370|Rheumatoid arthritis	{1}	{6,7}	{Table,S1,Background,of,patients,with,rheumatoid,arthritis,+,and,healthy,controls,(,HCs,),.}	{"N.S. = not signiﬁcant , MTX = methotrexate , NSAIDs = non-steroidal antiinﬂammatory drugs .","( TIF )"}	{"( DOCX )","Table S2 Correlation coefﬁcient for plasma miRNA levels and other clinical variables ."}	0.07
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0074357.pdf_397_397_1_1_14_14_UNSUP	RD/HP:0002617|Aneurysm	{1}	{14}	{Brown,RD,Jr,",",VViebers,DO,",",Forbes,GS,(,1990,),Unruptured,intracranial,aneurysms,and,arteriovenous,malformations,:,frequency,of,intracranial,hemor,~,rhage,and,relationship,of,lesions,.}	{"Kurume l \\\\ ’ IedJ 40 : 21 * 25 .","4 ."}	{"J Neurosurg 73 : 859 * 863 .","5 ."}	0.074
RELATION_GENEHPOTERM_SUP_F_G_SCPDFS_21810.pdf_36_36_21_21_12_13_UNSUP	MUTYH/HP:0012120|Methylmalonic aciduria	{21}	{12,13}	{Abbreviations,:,BLAST,",",basic,local,alignment,search,tool,;,MMACHC,",",methylmalonic,aciduria,(,cobalamin,deﬁciency,),cblC,type,;,MUTYH,",",mutY,homolog,(,E.,coli,),;,TESK2,",",testis,—,speciﬁc,kinase,2,;,TOE1,",",target,of,EGR1,",",member,1,(,nuclear,),;,PRDX1,",",peroxir,—,edoxin,1,;,UTR,",",untranslated,region,",",E,—,mail,address,:,izabel@amu.edu.pl,.}	{"Chen et al. ( 2005 ) showed that human sense — antisense transcripts tend to be co — expressed and/or inversely expressed more frequently than expected by chance .","Results of their"}	{"0378-1119 / $ — see front matter © 2008 Elsevier B.V. All rights reserved .","doi :10.1016 / j. gene .2008,06,03 O"}	0.212
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0074428.pdf_129_129_25_25_19_19_UNSUP	S9/HP:0002861|Melanoma	{25}	{19}	{|,2yClln,',dBpeI,',ldEni,kinaxe,innibitui,1C,[,p57,Kip2,],—,cyclin-dependent,kinase,innibilai,2A,[,melanoma,p15,inhil,time,(,File,S9,in,File,S9,",",P,=,1.6,>,<,10-2,",",CR,:,8.6,at,t,:168,h,),",",with,in,particular,repression,of,markers,nestin,and,CD24,.}	{"— .","MCMZ minichiumusnme maintenance delicient 2 rnitolin [ 3 cyclin-dependentkinaseinl ' \\\\ ibitm1B [ p27 Kip1 ] — i : yclin — dependen | kinase innibilui 2B [ p15 inhibits CDK4 ] '"}	{"A related gene set for neuronal and glial cell progenitors ( Figure S4 in File S9 ) showed statistically marginal negative enrichment ( P : 6.7 > < 10-2 , CL : 1.9 ; P < 10-5 , CL : 2.7 respectively ) .","Consistently with maturation of neurons , 21 collection of synaptic structure genes ( File S7 , Figure S7 in File S9 ) displayed moderate enrichment over one week ’s time ( P : 2.1 > < 1O-2 , CL : 1.6 ) ."}	0.136
RELATION_GENEHPOTERM_journal.pone.0076596.pdf_17_17_14_14_17_18	LEF1/HP:0003003|Colon cancer	{14}	{17,18}	{Taken,together,",",LEF1,protein,was,overexpressed,in,colon,cancer,tissues,and,knockdown,of,LEF1,expression,inhibited,colon,cancer,growth,in,vitro,and,in,vivo,.}	{"Nude mouse xenograft assay showed that LEF1 knockdown suppressed tumor formation and growth in vivo .","In addition , the expression of Notch pathway — re | ated proteins RBP — jr < and Hes1 was reduced in LEF1 knockdown cells ."}	{"These data suggest that targeting of LEF1 expression should be further evaluated for colon cancer prevention and therapy .","Citation : Wang W-J , Yao Y , Jiang L-L , Hu T-H , Ma J-Q , et al. ( 2013 ) Knockdown of Lymphoid Enhancer factor 1 Inhibits Colon Cancer Progression In Vitro and In Vivo ."}	0.25
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0003870.pdf_629_629_20_22_35_35_UNSUP	focal_segmental_glomerulosclerosis/HP:0012461|Bacteriuria	{20,21,22}	{35}	{In,addition,",",we,investigated,a,control,group,consisting,of,urine,collected,from,patients,post-kidney,transplant,following,diabetic,nephropathy,",",focal,segmental,glomerulosclerosis,and,reﬂux,nephropathy,conditions,",",from,patients,presenting,with,bladder,carcinoma,and,bacteriuria,",",and,from,patients,with,cerebrovascular,disease,or,encephalitis,.}	{"Plasma was derived from patients ante mortem .","From premortem patients where SCJD was suspected , samples were included in the study only following post-mortem confirmation of sCjD ."}	{"Urine from patients with known macro - or microhaematuria , or proteinuria , was excluded from further analysis .","In retrospectively collected urine samples in which this was unknown , samples containing > 150 ug / ml albumin were excluded from the study ."}	0.256
RELATION_GENEHPOTERM_journal.pone.0022506.pdf_83_83_9_9_12_12	IV/HP:0000726|Dementia	{9}	{12}	{Exclusion,criteria,:,1,),Meet,the,DSM,-,IV,criteria,for,Dementia,.}	{"4 ) Medication stable .","5 ) Good general health ."}	{"2 ) Signiﬁcant neurological or psychiatric illness other than Alzheimer ’s disease .","3 ) Signiﬁcant unstable systematic illness or organ failure ."}	0.068
RELATION_GENEHPOTERM_journal.pone.0081773.pdf_52_52_24_24_18_18	PKC/HP:0002099|Asthma	{24}	{18}	{Additionally,",",Langlois,et,all,has,reported,that,eosinophil,migration,",",which,is,associated,with,the,pathogenesis,of,asthma,",",is,impeded,by,a,PKC,5,inhibitor,[,12,],.}	{"Among them , PKC 5 potentiates nuclear factor-kappa B ( NF-KB ) dependent proinﬂammatory cytokine production in airway epithelial cells , implying the regulatory role of PKC 5 in airway inﬂammation [ 10 ] .","Subsequently , inhibition of PKC 5 activity has been noted to alleviate asthmatic attack by blocking IgE signaling of mast cells in ovalbumin ( OVA ) - sensitized mice [ 1 1 ] ."}	{"Taken together , PKC 5 is suggested to function as a positive regulator of allergic airway response .","The discovery of the drug rapamycin has led to intense study of its target : the mammalian target of rapamycin ( mTOR ) ."}	0.466
RELATION_GENEHPOTERM_SCPDFS_23.pdf_12_12_17_17_11_12	CUEDC2/HP:0003003|Colon cancer	{17}	{11,12}	{importantly,",",CUEDC2,expression,is,almost,undetectable,in,macrophages,in,human,colon,cancer,",",and,this,decreased,CUEDC2,expression,is,associated,with,high,levels,of,interleukin-4,and,miR-324-5p,.}	{"We find that Cuedc2 KO mice are more susceptible to dextran-sodium-sulfate-induced colitis , and macrophage transplantation results suggest that the increased susceptibility results from the dysfunction of macrophages lacking CUEDC2 .","Furthermore , we find that Cuedc2 KO mice are more prone to colitisassociated cancer ."}	{"Thus , CUEDC2 plays a crucial role in modulating macrophage function and is associated with both colitis and colon tumorigenesis .",INTRODUCTION}	0.482
RELATION_GENEHPOTERM_journal.pone.0000172.pdf_142_142_14_14_3_4	IN/HP:0012125|Prostate cancer	{14}	{3,4}	{Histological,classiﬁcation,of,prostate,cancer,was,determined,according,to,the,World,Health,Organization,(,IN,HO,),recommendation,and,the,Gleason,pattern,.}	{METHODS,"Patients and controls We analyzed a total of 106 Korean prostate cancer patients , who were recruited for the study from the urology department of the Eulji University School of Medicine in Seoul and Daejeon , Korea ."}	{"Prostate cancer tissue specimens from all of the patients were collected from frozen samples .","In addition , a total of 110 Korean men who had been diagnosed as free of prostate cancer by the Eulji University hospital in Seoul and Daejeon , Korea were recruited as normal controls ."}	0.226
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0023021.pdf_4_4_4_4_0_1_UNSUP	RPGR/HP:0000510|Retinitis pigmentosa	{4}	{0,1}	{Retinitis,Pigmentosa,Due,to,RPGR,Mutations}	{"OPEN 8 ACCESS Freely available online","Allelic Heterogeneity and Genetic Modifier Loci Contribute to Clinical Variation in Males with X-Linked"}	{"Abigail T. Fahim ‘ , Sara J. Bowne ‘ , Lori S. Sullivan ‘ , Kaylie D. Webbz , Jessica T. Williams ‘ , Dianna K. Wheaton2 ' 3 , David G. Birch2 ' 3 , Stephen P. Daiger1 *","1 Human Genetics Center , School of Public Health , University of Texas Health Science Center at Houston , Houston , Texas , United States of America , 2 Retina Foundation of the Southwest , Dallas , Texas , United States of America , 3 Department of Ophthalmology , University of Texas Southwestern Medical Center , Dallas , Texas , United States of America"}	0.7
RELATION_GENEHPOTERM_journal.pone.0062338.pdf_375_375_15_15_34_37	insulin/HP:0004324|Increased body weight	{15}	{34,36,37}	{When,old,mice,were,placed,on,a,high,fat,diet,for,17,weeks,they,became,insulin,resistant,both,at,the,whole,body,level,and,in,skeletal,muscle,",",coinciding,with,a,~,30,%,increase,in,body,weight,but,unaltered,lean,body,mass,(,Table,1,),.}	{"In the present study , although body weight increased with age , metabolic characteristics ( RER , VO2 ) and importantly body composition were not markedly altered .","Thus , our results indirectly support an important role of excessive fat accumulation as a key contributing factor in the etiology of ageinduced insulin resistance , as previously speculated [ 30,34 ] ."}	{"Despite excessive fat accumulation , these mice were normally glucose tolerant ( Figure 1A ) , associated with a compensatory increase in circulating insulin concentration ( Figure 1C ) .","As described , lack of functional AMPK did not exacerbate the detrimental effect of high fat feeding ."}	0.054
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0053096.pdf_290_290_12_12_24_24	HL/HP:0001943|Hypoglycemia	{12}	{24}	{Schultes,B,",",Oltmanns,KIVI,",",Kern,VV,",",BornJ,",",Fehm,HL,",",et,al.,(,2002,),Acute,and,prolonged,eflects,ofinsulin-induced,hypoglycemia,on,the,pituitary-thyroid,axis,in,humans,.}	{"1 \\\\ ’ Iol Cell Endocrinol 103 : 65471 .","25 ."}	{"1 \\\\ ’ Ietabo1ism 51 : 1370 — 1374 .","26 ."}	0.16
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0063499.pdf_33_33_20_20_41_43_UNSUP	MI/HP:0001677|Coronary artery disease	{20}	{41,42,43}	{For,example,",",PAD,patients,have,been,shown,to,have,high,rates,of,mortality,",",stroke,and,myocardial,infarction,(,MI,),",",with,an,equal,or,even,greater,risk,of,events,than,those,subjects,with,a,diagnosis,of,cerebrovascular,or,coronary,artery,disease,[,3,],.}	{"Peripheral arterial disease ( PAD ) is a growing problem that now accounts for every ﬁfth dollar spent on inpatient cardiovascular care in the United States [ 1 ] .","This condition affects approximately 8 million Americans , and is associated with signiﬁcantly impaired long-term cardiovascular outcomes [ 2 ] ."}	{"Patients with claudication also report reduced quality of life , experience higher rates of clinical depression , and are measurably more sedentary than non-PAD patients [ 4 ~ 6 ] .","Despite the impact of this disease , very few medical therapies are available to the patient with PAD ."}	0.004
RELATION_GENEHPOTERM_journal.pone.0096421.pdf_589_589_23_23_28_28	IL-10/HP:0002097|Emphysema	{23}	{28}	{We,identiﬁed,signiﬁcant,independent,correlations,of,levels,of,unstimulated,mRNA,transcripts,in,lung,CD4,+,T,cells,with,speciﬁc,COPD,phenotypes,:,reduced,IL-10,transcripts,were,associated,with,emphysema,",",whereas,pervasive,absence,of,T-cell,polarization,was,associated,with,airﬂow,obstruction,.}	{"Future studies will be needed to explore that point and to determine the ultimate molecular basis for our ﬁndings .","Conclusion In summary , we demonstrate that despite evidence of an activated phenotype , lung CD4 + T cells in many subjects with COPD are not polarized to any conventional subset and do not readily produce inﬂammatory cytokines when polyclonally stimulated ."}	{"By delineating the sharp contrast with the behavior of other lung leukocyte subtypes in advanced disease , our data highlight the value of analyzing isolated cell types to disclose ﬁndings not evident from global analyses of gene expression .","These ﬁndings imply that , at least in some subjects , advanced COPD may be a state of simultaneous local immune deﬁciency and dysregulation , a novel paradigm for this leading worldwide cause of death and disability ."}	0.304
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0079961.pdf_401_401_1_1_20_20_UNSUP	CT/HP:0002090|Pneumonia	{1}	{20}	{Fang,CT,",",Lai,SY,",",Yi,WC,",",Hsueh,PR,",",Liu,KL,et,al.,(,2007,),Klebsiella,pneumoniae,genotype,K1,:,an,emerging,pathogen,that,causes,septic,ocular,or,central,nen/ous,system,complications,from,pyogenic,liver,abscess,.}	{"PubMed : 17191090 .","7 ."}	{"Clin Infect Dis 45 : 284-293 .","doi :10.1086 / 519262 ."}	0.056
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_27759.pdf_226_226_16_16_1_2_UNSUP	SOX9/HP:0012245|Sex reversal	{16}	{1,2}	{Autosoinal,sex,reversal,and,cainpoinelic,dysplasia,are,caused,by,mutations,in,and,around,the,SRY-related,gene,SOX9,.}	{", Bricarelli , F.D. , Keutal , J .",", Huster , E. , Wolf , U. , Tommerup , N. , Schempp , W. , Scherer , G. , 1994 ."}	{"Cell 79 , 1l1l — 1120 .","Wright , E.M. , Snopek , B. , Koopman , P. , 1993 ."}	0.922
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0050476.pdf_508_508_12_12_24_24_UNSUP	LD/HP:0001945|Fever	{12}	{24}	{Gil,),ney,KB,",",Fischer,IVI,",",Prince,HE,",",Kramer,LD,",",St,George,K,",",et,al.,(,2011,),Chikungunya,fever,in,the,United,States,:,a,fifteen,year,review,of,cases,.}	{"J Clin V irol 46 : 180 — 183 .","12 ."}	{"Clin Infect Dis 52 : e121 — 126 .","13 ."}	0.008
RELATION_GENEHPOTERM_journal.pone.0091764.pdf_220_220_41_41_23_23	CAP/HP:0001945|Fever	{41}	{23}	{When,using,the,CURB-65,score,",",similar,results,are,found,:,mild,pneumonia,(,CURB-65,0,—,1,),in,the,hospitalized,Q,fever,group,compared,with,CAP,patients,(,OR,4.99,",",95,%,CI,3.14,—,7.94,),and,CAP,patients,diagnosed,with,another,bacterial,infection,(,OR,5.49,",",95,%,CI,3.12,—,9.67,),.}	{"— .","III ) was signiﬁcantly higher for Qfever patients than for other CAP patients ( OR 3.69 , 95 % CI 2.26 — 6.04 ) , and also compared to CAP patients diagnosed with another bacterial infection ( OR 3.22 , 95 % CI l. 79 — 5.8 l ) ."}	{"Environmental exposure The median distance from the home address of hospitalized acute Qfever patients to the closest infected small ruminant farm was 4,330 m ( IQR 1,990 — 5,375 m ) , while non-hospitalized acute Qfever patients ( n = 1,545 ) lived at a median distance of 3,555 m ( IQR 1,841 — 5,237 m ; p = 0.169 ) .","Logistic regression showed no signiﬁcant increase in risk for hospitalization for people living closer ( 0 — 2,000 m or > 2,000 — 5,000 m ) to an infected goat or dairy sheep farm than people living further away ( i.e. , 25,000 r"}	0.134
RELATION_GENEHPOTERM_journal.pone.0098006.pdf_474_474_21_21_33_35	ACC/HP:0004950|Peripheral arterial disease	{21}	{33,34,35}	{Hirsch,AT,",",Haskal,Z,],",",Hertzer,NR,",",Bakal,CVV,",",Creager,KIA,",",et,al.,(,2006,),ACC,/,AHA,2005,Practice,Guidelines,for,the,management,of,patients,with,peripheral,arterial,disease,(,lower,extremity,",",renal,",",mesenteric,",",and,abdominal,aortic,),:,a,collaborative,report,from,the,American,Association,for,Vascular,Surgery,/,Society,for,Vascular,Surgery,",",Society,for,Cardiovascular,Angiography,and,Interventions,",",Society,for,Vascular,"1\\\\/Iedicine",and,Biology,",",Society,of,Interventional,Radiology,",",and,the,ACC/AHA,Task,Force,on,Practice,Guidelines,(,VVriting,Committee,to,Develop,Guidelines,for,the,1,"\\\\",’,Ianagement,of,Patients,VVith,Peripheral,Arterial,Disease,),:,endorsed,by,the,American,Association,of,Cardiovascular,and,Pulmonary,Rehabilitation,;,National,Heart,",",Lung,",",and,Blood,Institute,;,Society,for,Vascular,Nursing,;,TransAtlantic,InterSociety,Consensus,;,and,Vascular,Disease,Foundation,.}	{"Vasc Surg 50 : 880 — 896 .","2 ."}	{"Circulation 113 : e463 * 654 .","3 ."}	0.174
RELATION_GENEHPOTERM_journal.pone.0027720.pdf_55_55_25_25_27_28	LIV-1/HP:0012125|Prostate cancer	{25}	{27,28}	{In,this,study,",",we,determined,the,level,of,LIV-1,in,human,prostate,cancer,cell,lines,and,clinical,tissue,specimens,to,deﬁne,the,relationship,between,LIV-1,and,prostate,cancer,progression,and,metastasis,.}	{"The potential diagnostic and prognostic value of LIV-l in human prostate cancer has not been investigated .","Since zinc plays important roles in the maintenance of prostate epithelial cell homeostasis [ 17 ] , and Snail is a key transcription factor controlling prostate cancer cell EMT [ 18,19,20 ] , LIV-1 may be an active participant in the promotion of EMT during prostate cancer progression and bone metastasis ."}	{"The ARCaP human prostate cancer progression cell model was used to evaluate the role of LIV-1 .","Our study found that LIV-1 overexpression promotes prostate cancer cell EMT and facilitates its metastasis to bone and soft tissues ."}	0.132
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0031131.pdf_485_485_1_1_16_17_UNSUP	RS/HP:0001370|Rheumatoid arthritis	{1}	{16,17}	{Pinals,RS,",",Harris,ED,",",Burnett,JB,",",Gerber,DA,(,1977,),Treatment,of,rheumatoid,arthritis,with,L-histidine,:,a,randomized,",",placebo-controlled,",",double,~,blind,trial,.}	{"AmJ Clin Nutr 87 : 186041866 .",.}	{"J Rheumatol 4 : 4144419 .",.}	0.082
RELATION_GENEHPOTERM_journal.pone.0059588.pdf_383_383_24_24_20_20	XIAP/HP:0002861|Melanoma	{24}	{20}	{In,particular,",",the,ability,of,dinaciclib,to,regulate,these,anti-apoptotic,proteins,is,likely,to,be,of,great,utility,in,melanoma,where,overexpression,of,XIAP,[,41,],",",Bcl-2,[,42,],and,Mcl-1,[,43,],is,commonplace,and,can,contribute,to,melanoma,chemoresistance,.}	{"Thus it has been shown that both UCN-01 and ﬂavopiridol decrease the expression of Mcl-1 , XIAP , BAG-1 , and Bcl-2 in Bcell chronic lymphocytic leukemia cells [ 15,40 ] .","The downregulation of pro-apoptotic gene expression following CDK9 inhibition is likely to be one of the major pro-apoptotic mechanisms of these compounds ."}	{"Dinaciclib treatment also led to the induction of p53 expression under both in vitro and in vivo conditions .","The role of p53 in melanoma and its potential role in therapy remains somewhat unclear since melanomas generally harbor very low rates of p53 mutations and are generally poor at undergoing p53-dependent apoptosis ."}	0.502
RELATION_GENEHPOTERM_journal.pone.0011668.pdf_680_680_35_36_45_45	cathepsin_B/HP:0009733|Glioma	{35,36}	{45}	{Gondi,CS,",",Kandhukuri,N,",",Kondraganti,S,",",Gujrati,l,"\\\\",’,I,",",Olivero,VVC,",",et,al.,(,2006,),RNA,interference,—,mediated,simultaneous,down-regulation,of,urokinase-type,plasminogen,activator,receptor,and,cathepsin,B,induces,caspase,~,8-mediated,apoptosis,in,SNB19,human,glioma,cells,.}	{"Acta Neuropathol 109 : 93 — 108 .","2 ."}	{"1 \\\\ ’ Iol Cancer Ther 5 : 319743208 .","3 ."}	0.47
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0088577.pdf_215_215_14_14_43_44_UNSUP	JP/HP:0001681|Angina pectoris	{14}	{43,44}	{Hirsch,A,",",Verouden,NJ,",",Koch,KT,",",Baan,J,Jr,",",Henriques,JP,",",et,al.,(,2009,),Comparison,of,long-term,mortality,after,percutaneous,coronary,intervention,in,patients,treated,for,acute,ST-elevation,myocardial,infarction,versus,those,with,unstable,and,stable,angina,pectoris,.}	{"Nikus KC , Eskola IVIJ , V irtanen V K ( 2007 ) l \\\\ ’ Iortality of patients with acute coronary syndromes still remains high : a fol1ow ~ up study of 1188 consecutive patients admitted to a university hospital .","Ann Med 39 : 63 — 71 ."}	{"AmJ Cardiol .","104 ( 3 ) : 333 — 7 ."}	0.05
RELATION_GENEHPOTERM_SUP_F_G_journal.pntd.0000657.pdf_24_24_48_48_39_39_UNSUP	DSS/HP:0001945|Fever	{48}	{39}	{Infection,with,any,one,of,the,four,dengue,virus,(,DENV,),serotypes,can,lead,to,a,sub-clinical,infection,",",or,to,clinical,disease,ranging,in,severity,from,a,non-specific,febrile,illness,to,classical,dengue,fever,",",dengue,hemorrhagic,fever,(,DHF,),and,dengue,shock,syndrome,(,DSS,),.}	{Introduction,"Dengue represents a substantial disease burden in many tropical and sub-tropical countries , particularly in children and young adults [ 1 ] ."}	{"Severe dengue ( DHF/DSS ) is strongly associated with secondary heterotypic dengue virus infections in children and adults [ 2,3 ] , but can also occur in primary DENV infection of infants born to dengue-immune mothers [ 4,5 ] .","Common to these two epidemiological populations are pre-existing DENV-reactive IgG antibodies , which are thought to be a factor in both serotypespeciﬁc immunity to infection as well as the pathogenesis of dengue , through a mechanism of antibody-dependent enhancement of infection [ 4,5 ] ."}	0.034
